ID,DAY,TIME_OF DAY,EXACT_TIME(H:M),WEATHER,GRID,CORNER,HEIGHT,NO_OF_PERSONS,WINDOWS_OPEN,HUMIDITY,TEMP_CELCIUS
1255,7,AFTERNOON,2:55,SUNNY,E,E4,LOW,3.0,1,0.52,36.3
1256,7,AFTERNOON,3:15,SUNNY,E,E4,HIGH,4.0,1,0.5,33.9
1257,7,AFTERNOON,2:59,SUNNY,F,F1,LOW,4.0,1,0.58,34.4
1258,7,AFTERNOON,3:07,SUNNY,F,F1,HIGH,3.0,1,0.45,33.4
1259,7,AFTERNOON,2:52,SUNNY,F,F2,LOW,4.0,1,0.63,31.0
1260,7,AFTERNOON,3:04,SUNNY,F,F2,HIGH,3.0,1,0.7,35.2
1261,7,AFTERNOON,2:52,SUNNY,F,F3,LOW,4.0,1,0.64,35.8
1262,7,AFTERNOON,3:06,SUNNY,F,F3,HIGH,2.0,1,0.6,33.1
1263,7,AFTERNOON,2:54,SUNNY,F,F4,LOW,3.0,1,0.63,35.6
1264,7,AFTERNOON,3:10,SUNNY,F,F4,HIGH,3.0,1,0.57,31.1
1265,7,AFTERNOON,2:55,SUNNY,G,G1,LOW,5.0,4,0.59,33.6
1266,7,AFTERNOON,3:16,SUNNY,G,G1,HIGH,4.0,4,0.56,32.5
1267,7,AFTERNOON,3:02,SUNNY,G,G2,LOW,3.0,4,0.56,34.1
1268,7,AFTERNOON,3:05,SUNNY,G,G2,HIGH,5.0,4,0.56,34.7
1269,7,AFTERNOON,2:59,SUNNY,G,G3,LOW,4.0,4,0.61,33.8
1270,7,AFTERNOON,3:16,SUNNY,G,G3,HIGH,4.0,4,0.47,34.3
1271,7,AFTERNOON,3:00,SUNNY,G,G4,LOW,4.0,4,0.68,35.6
1272,7,AFTERNOON,3:07,SUNNY,G,G4,HIGH,5.0,4,0.57,35.9
1273,7,AFTERNOON,2:56,SUNNY,H,H1,LOW,5.0,4,0.67,32.0
1274,7,AFTERNOON,3:05,SUNNY,H,H1,HIGH,3.0,4,0.62,35.1
1275,7,AFTERNOON,3:02,SUNNY,H,H2,LOW,5.0,4,0.58,33.8
1276,7,AFTERNOON,3:11,SUNNY,H,H2,HIGH,3.0,4,0.51,35.8
1277,7,AFTERNOON,2:56,SUNNY,H,H3,LOW,5.0,4,0.62,34.7
1278,7,AFTERNOON,3:15,SUNNY,H,H3,HIGH,5.0,4,0.6,30.8
1279,7,AFTERNOON,2:58,SUNNY,H,H4,LOW,4.0,4,0.6,34.1
1280,7,AFTERNOON,3:11,SUNNY,H,H4,HIGH,3.0,4,0.53,33.3
1281,7,EVENING,4:58,CLEAR,A,A1,LOW,3.0,4,0.56,31.0
1282,7,EVENING,4:58,CLEAR,A,A1,HIGH,4.0,4,0.48,31.3
1283,7,EVENING,5:01,CLEAR,A,A2,LOW,2.0,4,0.45,30.6
1284,7,EVENING,4:59,CLEAR,A,A2,HIGH,3.0,4,0.53,32.2
1285,7,EVENING,4:59,CLEAR,A,A3,LOW,2.0,4,0.55,32.5
1286,7,EVENING,4:54,CLEAR,A,A3,HIGH,2.0,4,0.56,30.8
1287,7,EVENING,5:04,CLEAR,A,A4,LOW,2.0,4,0.51,31.5
1288,7,EVENING,5:00,CLEAR,A,A4,HIGH,2.0,4,0.63,32.9
1289,7,EVENING,4:47,CLEAR,B,B1,LOW,2.0,4,0.49,31.6
1290,7,EVENING,4:47,CLEAR,B,B1,HIGH,2.0,4,0.47,31.0
1291,7,EVENING,4:57,CLEAR,B,B2,LOW,4.0,4,0.58,33.7
1292,7,EVENING,5:03,CLEAR,B,B2,HIGH,3.0,4,0.61,32.2
1293,7,EVENING,4:56,CLEAR,B,B3,LOW,2.0,4,0.57,33.5
1294,7,EVENING,4:56,CLEAR,B,B3,HIGH,3.0,4,0.56,31.2
1295,7,EVENING,4:48,CLEAR,B,B4,LOW,3.0,4,0.48,31.4
1296,7,EVENING,4:46,CLEAR,B,B4,HIGH,4.0,4,0.56,31.2
1297,7,EVENING,5:05,CLEAR,C,C1,LOW,2.0,1,0.43,31.0
1298,7,EVENING,5:03,CLEAR,C,C1,HIGH,2.0,1,0.54,34.0
1299,7,EVENING,4:57,CLEAR,C,C2,LOW,2.0,1,0.46,33.2
1300,7,EVENING,4:58,CLEAR,C,C2,HIGH,1.0,1,0.46,32.9
1301,7,EVENING,4:52,CLEAR,C,C3,LOW,3.0,1,0.51,31.9
1302,7,EVENING,4:54,CLEAR,C,C3,HIGH,3.0,1,0.55,32.8
1303,7,EVENING,5:04,CLEAR,C,C4,LOW,2.0,1,0.53,31.9
1304,7,EVENING,5:09,CLEAR,C,C4,HIGH,3.0,1,0.56,33.2
1305,7,EVENING,4:45,CLEAR,D,D1,LOW,2.0,1,0.54,33.4
1306,7,EVENING,4:51,CLEAR,D,D1,HIGH,2.0,1,0.55,33.3
1307,7,EVENING,4:59,CLEAR,D,D2,LOW,3.0,1,0.54,32.6
1308,7,EVENING,4:55,CLEAR,D,D2,HIGH,3.0,1,0.54,32.0
1309,7,EVENING,4:56,CLEAR,D,D3,LOW,1.0,1,0.61,32.6
1310,7,EVENING,5:02,CLEAR,D,D3,HIGH,2.0,1,0.45,32.7
1311,7,EVENING,4:52,CLEAR,D,D4,LOW,1.0,1,0.48,32.8
1312,7,EVENING,4:48,CLEAR,D,D4,HIGH,2.0,1,0.56,31.7
1313,7,EVENING,5:02,CLEAR,E,E1,LOW,3.0,1,0.61,31.6
1314,7,EVENING,5:03,CLEAR,E,E1,HIGH,3.0,1,0.5,32.0
1315,7,EVENING,4:58,CLEAR,E,E2,LOW,3.0,1,0.55,32.0
1316,7,EVENING,5:00,CLEAR,E,E2,HIGH,2.0,1,0.57,30.7
1317,7,EVENING,4:55,CLEAR,E,E3,LOW,1.0,1,0.58,30.3
1318,7,EVENING,4:58,CLEAR,E,E3,HIGH,1.0,1,0.46,32.1
1319,7,EVENING,5:09,CLEAR,E,E4,LOW,3.0,1,0.58,29.9
1320,7,EVENING,5:02,CLEAR,E,E4,HIGH,3.0,1,0.47,33.8
1321,7,EVENING,4:54,CLEAR,F,F1,LOW,1.0,1,0.55,32.1
1322,7,EVENING,4:52,CLEAR,F,F1,HIGH,2.0,1,0.45,32.0
1323,7,EVENING,4:54,CLEAR,F,F2,LOW,2.0,1,0.48,32.5
1324,7,EVENING,5:01,CLEAR,F,F2,HIGH,3.0,1,0.54,31.2
1325,7,EVENING,4:52,CLEAR,F,F3,LOW,3.0,1,0.59,31.4
1326,7,EVENING,4:53,CLEAR,F,F3,HIGH,3.0,1,0.57,31.7
1327,7,EVENING,4:51,CLEAR,F,F4,LOW,1.0,1,1.0,30.6
1328,7,EVENING,4:50,CLEAR,F,F4,HIGH,3.0,1,0.56,33.1
1329,7,EVENING,5:07,CLEAR,G,G1,LOW,4.0,4,0.55,29.7
1330,7,EVENING,5:04,CLEAR,G,G1,HIGH,2.0,4,0.55,32.8
1331,7,EVENING,4:58,CLEAR,G,G2,LOW,3.0,4,0.56,29.5
1332,7,EVENING,4:56,CLEAR,G,G2,HIGH,3.0,4,0.56,31.2
1333,7,EVENING,4:56,CLEAR,G,G3,LOW,4.0,4,0.49,30.8
1334,7,EVENING,4:56,CLEAR,G,G3,HIGH,4.0,4,0.58,33.7
1335,7,EVENING,5:11,CLEAR,G,G4,LOW,3.0,4,0.48,32.3
1336,7,EVENING,5:10,CLEAR,G,G4,HIGH,4.0,4,0.67,33.6
1337,7,EVENING,4:47,CLEAR,H,H1,LOW,3.0,4,0.5,32.7
1338,7,EVENING,4:54,CLEAR,H,H1,HIGH,2.0,4,0.59,31.9
1339,7,EVENING,5:01,CLEAR,H,H2,LOW,1.0,4,0.5,33.5
1340,7,EVENING,4:55,CLEAR,H,H2,HIGH,2.0,4,0.49,32.0
1341,7,EVENING,4:49,CLEAR,H,H3,LOW,3.0,4,0.55,31.7
1342,7,EVENING,4:50,CLEAR,H,H3,HIGH,1.0,4,0.51,31.0
1343,7,EVENING,4:56,CLEAR,H,H4,LOW,2.0,4,0.52,32.3
1344,7,EVENING,4:53,CLEAR,H,H4,HIGH,1.0,4,0.5,31.7
